Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,Citation Impact,Average Percentile,Journal Normalized Citation Impact,Impact Relative to World,Journal
"ENGINEERING, MULTIDISCIPLINARY",2,207,52,100,12.9707,103.5,82.88225,0.7,2.316402718719657,NATURE
MICROSCOPY,1,138,53,100,24.7828,138,100,1.19,3.088536958292876,NATURE
BEHAVIORAL SCIENCES,3,137,54,100,6.571533333333335,45.666666666666664,98.10166666666667,0.39333333333333337,1.0220520852321835,NATURE
TRANSPLANTATION,2,129,55,100,9.664050000000001,64.5,93.6259,1.09,1.4435553174629747,NATURE
"PHYSICS, CONDENSED MATTER",2,123,56,100,3.4449,61.5,85.93885,0.385,1.3764132096739992,NATURE
"CHEMISTRY, MEDICINAL",3,119,57,100,2.8143,39.666666666666664,60.1578,7.210000000000001,0.8877678696542324,NATURE
BIOCHEMICAL RESEARCH METHODS,6,109,58,100,2.2902333333333336,18.166666666666668,63.145100000000006,0.33499999999999996,0.40658276383324093,NATURE
INFORMATION SCIENCE & LIBRARY SCIENCE,3,97,59,100,18.244366666666664,32.333333333333336,98.80920000000002,6.1000000000000005,0.7236427172811811,NATURE
OPERATIONS RESEARCH & MANAGEMENT SCIENCE,1,83,60,100,8.6376,83,99.2466,0.7200000000000001,1.8575983154949907,NATURE
"COMPUTER SCIENCE, THEORY & METHODS",1,59,61,100,2.4725,59,90.1961,0.23,1.3204614531831862,NATURE
OPHTHALMOLOGY,7,58,62,85.71428571428571,2.5671857142857144,8.285714285714286,72.29964285714286,0.6228571428571429,0.18544010722669443,NATURE
ROBOTICS,2,57,63,100,1.6818,28.5,92.2222,5.365,0.6378500239952679,NATURE
"PHYSICS, MATHEMATICAL",1,48,64,100,8.4021,48,99.2496,0.41000000000000003,1.0742737246236091,NATURE
"COMPUTER SCIENCE, INFORMATION SYSTEMS",1,44,65,100,11.7507,44,98.71650000000001,7.33,0.9847509142383083,NATURE
STATISTICS & PROBABILITY,1,44,65,100,50.685500000000005,44,100,12.06,0.9847509142383083,NATURE
ENERGY & FUELS,3,36,67,100,1.737866666666667,12,85.71986666666668,0.6733333333333333,0.2685684311559023,NATURE
ENTOMOLOGY,2,36,67,100,1.65225,18,87.21010000000001,2.685,0.4028526467338534,NATURE
SOIL SCIENCE,2,35,69,50,1.8482,17.5,51.716100000000004,0.15,0.3916622954356908,NATURE
"CHEMISTRY, ORGANIC",1,33,70,100,2.8026,33,93.3131,0.2,0.7385631856787312,NATURE
ZOOLOGY,4,28,71,100,3.543025,7,81.78645,0.625,0.15666491817427633,NATURE
LINGUISTICS,1,26,72,100,6.1471,26,98.31840000000001,0.16,0.581898267504455,NATURE
"PSYCHOLOGY, MULTIDISCIPLINARY",4,23,73,100,2.9463000000000004,5.75,81.70817500000001,1.5750000000000002,0.12868903992886985,NATURE
DEMOGRAPHY,2,18,74,100,2.52025,9,83.33335,1.635,0.2014263233669267,NATURE
ANATOMY & MORPHOLOGY,1,17,75,100,3.7702,17,95.92800000000001,0.15,0.3804719441375282,NATURE
DERMATOLOGY,1,16,76,100,9.3476,16,98.7536,2.66,0.35809124154120303,NATURE
TRANSPORTATION SCIENCE & TECHNOLOGY,1,15,77,100,9.7826,15,95.8974,2.5,0.33571053894487785,NATURE
GERONTOLOGY,1,13,78,100,6.825,13,98.57140000000001,2.37,0.2909491337522275,NATURE
PSYCHIATRY,4,12,79,75,0.8801500000000001,3,51.099475,0.5800000000000001,0.06714210778897557,NATURE
EDUCATION & EDUCATIONAL RESEARCH,3,11,80,66.66666666666666,3.2177000000000002,3.6666666666666665,54.736866666666664,1.0033333333333334,0.08206257618652568,NATURE
HISTORY & PHILOSOPHY OF SCIENCE,4,10,81,75,2.1122,2.5,62.03595,0.685,0.05595175649081297,NATURE
"PSYCHOLOGY, EXPERIMENTAL",1,8,82,100,2.1818,8,100,1.47,0.17904562077060152,NATURE
ENVIRONMENTAL STUDIES,2,7,83,100,0.82965,3.5,61.1445,1.065,0.07833245908713816,NATURE
ETHICS,1,7,83,100,4.1799,7,95.3324,1.9200000000000002,0.15666491817427633,NATURE
MECHANICS,2,6,85,50,7.714300000000001,3,52.7778,0.93,0.06714210778897557,NATURE
CULTURAL STUDIES,1,5,86,100,3.4097,5,91.4179,0.8300000000000001,0.11190351298162594,NATURE
UROLOGY & NEPHROLOGY,1,4,87,100,1.4737,4,75.324700000000007,0.73,0.08952281038530076,NATURE
BIODIVERSITY CONSERVATION,2,3,88,50,0.36435,1.5,32.46755,0.465,0.033571053894487786,NATURE
"GEOGRAPHY, PHYSICAL",1,3,88,100,0.7895000000000001,3,66.6667,0.93,0.06714210778897557,NATURE
PARASITOLOGY,2,3,88,100,0.26685000000000003,1.5,42.456900000000005,0.25,0.033571053894487786,NATURE
"PSYCHOLOGY, SOCIAL",2,3,88,50,0.63,1.5,39.9471,0.41000000000000003,0.033571053894487786,NATURE
RESPIRATORY SYSTEM,2,3,88,50,0.6616500000000001,1.5,36.951750000000004,0.25,0.033571053894487786,NATURE
ANESTHESIOLOGY,1,2,93,100,1.2621,2,76.4813,0.62,0.04476140519265038,NATURE
COMMUNICATION,1,2,93,100,0.9669000000000001,2,69.6262,0.55,0.04476140519265038,NATURE
MATHEMATICAL & COMPUTATIONAL BIOLOGY,1,2,93,100,0.8539,2,74.3421,0.55,0.04476140519265038,NATURE
NUTRITION & DIETETICS,2,2,93,50,0.8869,1,40.20855,0.31,0.02238070259632519,NATURE
TOXICOLOGY,1,2,93,100,0.5581,2,61.666700000000006,0.55,0.04476140519265038,NATURE
VETERINARY SCIENCES,1,2,93,100,3.5029000000000003,2,90.1042,0.33,0.04476140519265038,NATURE
LAW,1,1,99,100,1.0575,1,70.86930000000001,0.17,0.02238070259632519,NATURE
MANAGEMENT,1,1,99,100,2.4615,1,81.25,0.18000000000000002,0.02238070259632519,NATURE
MATHEMATICS,2,1,99,50,1.5,0.5,50.19085,0.09000000000000001,0.011190351298162595,NATURE
ACOUSTICS,1,0,102,0,0,0,0.5291,0,0,NATURE
"MEDICINE, LEGAL",1,0,102,0,0,0,0.6849000000000001,0,0,NATURE
OBSTETRICS & GYNECOLOGY,2,0,102,0,0,0,0.0483,0,0,NATURE
"PSYCHOLOGY, APPLIED",1,0,102,0,0,0,50,0,0,NATURE
"SOCIAL SCIENCES, INTERDISCIPLINARY",2,0,102,0,0,0,3.5714,0,0,NATURE
MULTIDISCIPLINARY SCIENCES,3271,27269,1,87.55732191990218,0.7990252522164474,8.336594313665545,54.84304130235399,0.9145674105778054,0.8540694060137829,PLoS One
BIOCHEMISTRY & MOLECULAR BIOLOGY,3072,25777,2,93.88020833333334,0.5873662434895834,8.390950520833334,40.55064147135416,0.847652994791667,0.8596381037124171,PLoS One
NEUROSCIENCES,2147,19356,3,93.6190032603633,0.7277304611085237,9.015370284117374,42.30420843036795,0.9193432696786213,0.923608808806831,PLoS One
ONCOLOGY,2049,23255,4,95.60761346998537,0.7815475353831137,11.349438750610053,51.068642898975114,1.1389214250854076,1.1627300127144247,PLoS One
"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",1668,18099,5,95.56354916067147,1.2806238609112712,10.850719424460431,59.678457973621114,1.0698381294964032,1.111637096035729,PLoS One
ECOLOGY,1546,15530,6,95.01940491591203,0.9255874514877104,10.045278137128072,48.63364689521345,1.0297412677878401,1.029121054596205,PLoS One
MICROBIOLOGY,1455,16888,7,96.08247422680412,0.9407356013745706,11.606872852233677,52.04411381443299,1.1813127147766325,1.1891036830633546,PLoS One
IMMUNOLOGY,1317,12355,8,94.83675018982535,0.6773290053151102,9.381169324221716,42.54333599088837,0.9354897494305242,0.9610842762636322,PLoS One
PLANT SCIENCES,1121,11176,9,96.07493309545049,1.1162542372881357,9.969669937555754,57.24512239072255,1.049384478144514,1.0213751277022156,PLoS One
INFECTIOUS DISEASES,1004,9786,10,95.91633466135458,0.9193052788844623,9.747011952191235,50.99019800796813,0.9602290836653387,0.9985642092204591,PLoS One
CARDIAC & CARDIOVASCULAR SYSTEMS,966,8092,11,93.2712215320911,0.6955598343685299,8.376811594202898,49.25006853002071,0.8369461697722568,0.8581895955789298,PLoS One
ENDOCRINOLOGY & METABOLISM,946,10476,12,96.51162790697676,0.869273890063425,11.073995771670191,50.95230940803384,1.0759725158562368,1.1345113645995448,PLoS One
GENETICS & HEREDITY,797,6939,13,94.10288582183188,0.7057452948557089,8.706398996235885,45.81693713927228,0.8884441656210792,0.8919552444869632,PLoS One
CELL BIOLOGY,778,7042,14,95.24421593830334,0.4938388174807198,9.051413881748072,34.46814781491003,0.9109640102827762,0.9273014119083864,PLoS One
CLINICAL NEUROLOGY,743,8233,15,96.09690444145357,1.0012366083445494,11.080753701211306,54.19438263795425,1.0387617765814263,1.135203702579768,PLoS One
GASTROENTEROLOGY & HEPATOLOGY,716,7574,16,94.55307262569832,0.800444972067039,10.578212290502794,52.852232122905036,1.056159217877095,1.0837192200690162,PLoS One
OPHTHALMOLOGY,668,6263,17,95.20958083832335,1.2530949101796405,9.375748502994012,58.66232604790421,0.9399251497005988,0.9605289226753615,PLoS One
UROLOGY & NEPHROLOGY,621,5681,18,95.00805152979066,1.11019001610306,9.148148148148149,57.25147584541064,0.9792592592592589,0.9372116671441562,PLoS One
PSYCHIATRY,612,8159,19,96.07843137254902,1.2335444444444446,13.331699346405228,56.79896176470588,1.2623856209150328,1.365809119831359,PLoS One
"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",506,4161,20,93.67588932806325,0.8790563241106722,8.223320158102768,49.71072272727274,0.8432608695652175,0.8424646682613858,PLoS One
ENVIRONMENTAL SCIENCES,480,6551,21,95.83333333333334,0.9805925,13.647916666666667,50.62537625,1.3988333333333332,1.3982050274077,PLoS One
SPORT SCIENCES,446,5026,22,93.94618834080718,1.4011466367713006,11.269058295964125,58.28746838565023,1.1541704035874438,1.1544951766924736,PLoS One
OBSTETRICS & GYNECOLOGY,407,4159,23,95.33169533169533,1.3342837837837838,10.218673218673219,60.74208624078623,0.9785257985257987,1.046885075337651,PLoS One
VIROLOGY,397,3472,24,95.46599496221663,0.7111090680100753,8.7455919395466,42.827040806045346,0.8999748110831232,0.8959704925071822,PLoS One
VETERINARY SCIENCES,392,3537,25,95.1530612244898,1.8404535714285717,9.02295918367347,65.9354178571429,0.9464795918367344,0.9243862782016831,PLoS One
RESPIRATORY SYSTEM,385,3682,26,96.1038961038961,0.8648825974025975,9.563636363636364,53.497509090909105,0.9578961038961038,0.9797777031123523,PLoS One
MARINE & FRESHWATER BIOLOGY,348,3331,27,95.40229885057471,1.2711520114942532,9.57183908045977,58.14944195402298,1.0244540229885055,0.9806180570052581,PLoS One
NUTRITION & DIETETICS,337,3990,28,96.439169139465875,0.9898569732937686,11.839762611275964,50.37727388724036,1.1655489614243322,1.212962828739412,PLoS One
PHARMACOLOGY & PHARMACY,335,3515,29,95.52238805970148,1.1548397014925378,10.492537313432836,56.00962686567165,1.099223880597015,1.0749419695488083,PLoS One
ENTOMOLOGY,325,3407,30,95.07692307692308,1.8575116923076918,10.483076923076924,66.9176766153846,1.0945846153846155,1.0739727692173626,PLoS One
SURGERY,289,2741,31,96.53979238754326,1.2092422145328716,9.484429065743944,58.40401453287199,0.896401384083045,0.9716630549337736,PLoS One
RHEUMATOLOGY,285,3297,32,96.84210526315789,1.0030087719298248,11.56842105263158,55.55341052631579,1.1579298245614036,1.1851643639108693,PLoS One
"PSYCHOLOGY, EXPERIMENTAL",281,1935,33,92.52669039145907,0.7355658362989321,6.8861209964412815,39.593308185053395,0.7135943060498222,0.705470969065749,PLoS One
PEDIATRICS,280,2574,34,95,1.3520971428571429,9.192857142857143,62.303273571428576,0.9023214285714286,0.9417920249159133,PLoS One
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",275,2963,35,86.18181818181819,0.8243120000000002,10.774545454545455,45.80129927272728,1.1006545454545453,1.1038332069665018,PLoS One
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,268,3055,36,95.1492537313433,0.9843003731343282,11.399253731343284,51.667887313432836,1.1369776119402988,1.1678334697623078,PLoS One
ECONOMICS,260,1747,37,86.92307692307692,1.128407307692308,6.719230769230769,53.812018076923074,0.7356923076923076,0.6883733591953083,PLoS One
HEMATOLOGY,259,1908,38,93.43629343629344,0.6019038610038612,7.366795366795367,43.11826563706565,0.7679922779922781,0.7547152118018281,PLoS One
"MEDICINE, GENERAL & INTERNAL",259,3173,38,96.13899613899613,1.2298799227799226,12.250965250965251,74.16242586872586,1.1122779922779926,1.255089815014256,PLoS One
ORTHOPEDICS,254,1932,40,96.45669291338582,0.981557874015748,7.606299212598425,52.64365078740158,0.7415748031496064,0.7792519590185814,PLoS One
ZOOLOGY,244,1816,41,92.62295081967213,1.4594745901639343,7.442622950819672,61.271461065573774,0.7520081967213114,0.7624836142465696,PLoS One
"DENTISTRY, ORAL SURGERY & MEDICINE",239,2201,42,97.07112970711297,1.545310878661088,9.209205020920502,64.04420627615063,0.9218828451882846,0.9434668362335603,PLoS One
EVOLUTIONARY BIOLOGY,228,2172,43,94.2982456140351,0.7228315789473685,9.526315789473685,43.8605706140351,0.9439035087719299,0.9759542760139551,PLoS One
HEALTH CARE SCIENCES & SERVICES,225,2467,44,94.66666666666667,1.2992551111111112,10.964444444444444,57.42761644444444,1.0542666666666667,1.1232880240540728,PLoS One
CRITICAL CARE MEDICINE,221,2275,45,97.28506787330316,0.7369773755656109,10.294117647058824,49.92549004524886,1.030135746606335,1.0546142241619763,PLoS One
PERIPHERAL VASCULAR DISEASE,200,1921,46,95.5,0.7267824999999999,9.605,48.23713499999999,0.9196000000000001,0.9840153348130759,PLoS One
"ENGINEERING, ELECTRICAL & ELECTRONIC",198,1226,47,85.35353535353535,0.5939262626262626,6.191919191919192,38.972661111111115,0.6385353535353533,0.6343512167383523,PLoS One
"PSYCHOLOGY, SOCIAL",193,1402,48,92.74611398963731,1.0920284974093266,7.2642487046632125,49.979521243523315,0.8071502590673575,0.744209486859409,PLoS One
"AGRICULTURE, DAIRY & ANIMAL SCIENCE",180,1810,49,95.55555555555556,1.8466550000000004,10.055555555555555,68.45829722222223,1.0741666666666665,1.0301739580147302,PLoS One
FOOD SCIENCE & TECHNOLOGY,175,2153,50,98.85714285714286,1.2970331428571433,12.302857142857142,58.21261371428571,1.3078285714285713,1.2604060479527341,PLoS One
"ENGINEERING, BIOMEDICAL",151,1713,51,97.35099337748345,1.033914569536424,11.344370860927153,54.97072119205297,1.1384768211920528,1.1622108163413778,PLoS One
FISHERIES,150,1622,52,94,1.5319253333333336,10.813333333333333,61.779391333333344,1.130533333333333,1.1078069568397078,PLoS One
"PSYCHOLOGY, DEVELOPMENTAL",145,1317,53,92.41379310344827,1.0107779310344829,9.082758620689654,50.317977931034484,0.8854482758620691,0.9305126252123145,PLoS One
PARASITOLOGY,144,1272,54,93.75,0.8835451388888891,8.833333333333334,48.559420833333334,0.9144444444444445,0.9049594437808958,PLoS One
TROPICAL MEDICINE,144,1455,54,96.52777777777779,1.3403041666666666,10.104166666666666,61.07624166666666,0.9958333333333336,1.0351540807399395,PLoS One
PHYSIOLOGY,132,1091,56,93.93939393939394,0.8497704545454549,8.265151515151516,43.67272727272727,0.8545454545454545,0.8467502171226048,PLoS One
STATISTICS & PROBABILITY,127,842,57,88.9763779527559,0.9981653543307086,6.6299212598425195,50.64507322834645,0.655275590551181,0.6792237572397987,PLoS One
REPRODUCTIVE BIOLOGY,125,1264,58,95.19999999999999,1.1003512,10.112,54.7720768,1.0005600000000001,1.035956591944802,PLoS One
ANESTHESIOLOGY,120,827,59,90.83333333333333,0.8771008333333333,6.891666666666667,48.835542499999995,0.6209999999999999,0.706039113213963,PLoS One
GERIATRICS & GERONTOLOGY,111,2033,60,98.1981981981982,1.4987594594594598,18.315315315315317,66.06585675675676,1.5909909909909914,1.8763717992927702,PLoS One
REHABILITATION,105,914,61,91.42857142857143,1.3804695238095237,8.704761904761904,58.105465714285714,0.8368571428571429,0.8917875273485052,PLoS One
ANTHROPOLOGY,104,1150,62,100,3.312718269230769,11.057692307692308,84.43153269230768,1.2049038461538466,1.132841103426738,PLoS One
DERMATOLOGY,101,995,63,99.00990099009901,1.4433683168316833,9.851485148514852,64.16762574257429,1.0161386138613862,1.00926730419801,PLoS One
SOIL SCIENCE,101,2278,63,94.05940594059405,2.2158603960396035,22.554455445544555,56.69030000000001,2.1386138613861387,2.310664240163886,PLoS One
"PHYSICS, MULTIDISCIPLINARY",99,667,65,89.8989898989899,0.6132222222222222,6.737373737373737,50.37967878787881,0.6822222222222222,0.6902320743303115,PLoS One
BEHAVIORAL SCIENCES,94,817,66,94.68085106382979,1.0068021276595747,8.691489361702128,51.5241085106383,0.8596808510638299,0.89042777868606,PLoS One
OTORHINOLARYNGOLOGY,93,687,67,91.39784946236558,1.2536698924731182,7.387096774193548,54.64229677419356,0.7293548387096777,0.7567950552373406,PLoS One
DEVELOPMENTAL BIOLOGY,91,486,68,87.91208791208791,0.5219956043956047,5.34065934065934,35.95627032967033,0.5426373626373628,0.547141144114678,PLoS One
"GEOSCIENCES, MULTIDISCIPLINARY",91,883,68,97.8021978021978,0.9440703296703297,9.703296703296703,50.664828571428586,1.0082417582417587,0.9940856589573264,PLoS One
OCEANOGRAPHY,91,946,68,97.8021978021978,1.2902747252747255,10.395604395604396,57.00093626373626,1.0193406593406593,1.065011362824044,PLoS One
"PSYCHOLOGY, CLINICAL",91,953,68,94.5054945054945,1.43729010989011,10.472527472527473,60.777804395604406,1.0956043956043957,1.0728919965870125,PLoS One
TOXICOLOGY,91,1213,68,97.8021978021978,1.305203296703297,13.32967032967033,60.20746483516485,1.3698901098901102,1.3656012506401325,PLoS One
"PSYCHOLOGY, MULTIDISCIPLINARY",88,935,73,92.04545454545455,1.5198431818181817,10.625,59.87517840909091,1.1519318181818186,1.0885125385100396,PLoS One
PALEONTOLOGY,85,770,74,97.6470588235294,1.3838058823529413,9.058823529411764,62.38038235294117,0.8917647058823529,0.9280605172625389,PLoS One
AGRONOMY,82,1000,75,98.78048780487805,1.6734756097560979,12.195121951219512,69.76265487804878,1.1743902439024394,1.249368767299902,PLoS One
"CHEMISTRY, ANALYTICAL",78,743,76,98.71794871794873,0.8270397435897434,9.525641025641026,46.58660384615385,1.001923076923077,0.9758851476476131,PLoS One
SUBSTANCE ABUSE,69,735,77,95.65217391304348,0.9609144927536234,10.652173913043478,55.08060724637683,0.9746376811594203,1.091296458045871,PLoS One
EMERGENCY MEDICINE,64,730,78,98.4375,1.8071890625000002,11.40625,66.491971875,1.06828125,1.1685502251651896,PLoS One
OPERATIONS RESEARCH & MANAGEMENT SCIENCE,62,453,79,85.48387096774194,0.7958935483870967,7.306451612903226,40.104927419354844,0.8880645161290323,0.7485331004858413,PLoS One
EDUCATION & EDUCATIONAL RESEARCH,61,550,80,93.44262295081968,3.0526377049180335,9.01639344262295,76.59268688524591,1.0160655737704916,0.9237136295938619,PLoS One
BIOCHEMICAL RESEARCH METHODS,60,480,81,98.33333333333333,0.7569433333333335,8,48.291695,0.809,0.8195859113487357,PLoS One
INFORMATION SCIENCE & LIBRARY SCIENCE,60,854,81,93.33333333333333,2.4189633333333345,14.233333333333333,71.23155166666668,1.4928333333333335,1.4581799339412922,PLoS One
BIOLOGY,57,563,83,94.73684210526315,0.9579333333333335,9.87719298245614,49.79584912280701,1.0008771929824563,1.0119010265117065,PLoS One
"COMPUTER SCIENCE, INFORMATION SYSTEMS",57,528,83,85.96491228070175,0.8890438596491228,9.263157894736842,47.26407368421053,0.8564912280701757,0.9489942131406414,PLoS One
METEOROLOGY & ATMOSPHERIC SCIENCES,57,642,83,92.98245614035088,0.8742719298245614,11.263157894736842,47.81142807017544,1.1215789473684212,1.1538906909778253,PLoS One
NURSING,56,613,86,96.42857142857143,2.5349250000000003,10.946428571428571,71.7391267857143,1.106964285714286,1.1214423295910156,PLoS One
MANAGEMENT,55,441,87,98.18181818181819,1.0160672727272726,8.018181818181818,56.814309090909106,0.8698181818181822,0.821448606601801,PLoS One
"MATERIALS SCIENCE, MULTIDISCIPLINARY",55,505,87,96.36363636363636,0.53468,9.181818181818182,42.66614363636363,0.8909090909090909,0.9406611027979808,PLoS One
"CHEMISTRY, PHYSICAL",51,460,89,90.19607843137256,0.43022745098039233,9.019607843137255,32.995149019607844,0.8611764705882353,0.9240429392657314,PLoS One
"CHEMISTRY, MULTIDISCIPLINARY",50,568,90,94,0.617558,11.36,43.68398,1.1314000000000002,1.1638119941152048,PLoS One
ENERGY & FUELS,50,616,90,94,0.645292,12.32,40.786640000000006,1.2194000000000003,1.262162303477053,PLoS One
PSYCHOLOGY,45,232,92,86.66666666666667,0.6373422222222225,5.155555555555556,35.827466666666666,0.526888888888889,0.5281775873136297,PLoS One
ARCHAEOLOGY,44,476,93,97.72727272727273,4.573527272727273,10.818181818181818,85.9641068181818,1.2215909090909092,1.1083036755738584,PLoS One
GERONTOLOGY,44,597,93,90.9090909090909,1.756318181818182,13.568181818181818,58.73737272727272,1.5111363636363635,1.3900363325999865,PLoS One
FORESTRY,40,523,95,97.5,1.8617700000000004,13.075,67.13301000000001,1.2974999999999999,1.33951072386059,PLoS One
TRANSPORTATION SCIENCE & TECHNOLOGY,40,319,95,95,0.794425,7.975,47.933552500000005,0.89225,0.8170247053757709,PLoS One
"COMPUTER SCIENCE, THEORY & METHODS",38,228,97,81.57894736842105,0.7904447368421055,6,47.97257631578948,0.6028947368421054,0.6146894335115518,PLoS One
OPTICS,37,331,98,100,0.958937837837838,8.945945945945946,53.62586486486487,0.9072972972972974,0.9164964076230794,PLoS One
MECHANICS,36,441,99,97.22222222222221,1.8002972222222222,12.25,51.9273138888889,1.3633333333333335,1.2549909267527515,PLoS One
MATHEMATICAL & COMPUTATIONAL BIOLOGY,35,427,100,91.42857142857143,1.273862857142857,12.2,59.83457142857143,1.2668571428571427,1.2498685148068218,PLoS One
TRANSPLANTATION,34,318,101,100,1.0285617647058825,9.352941176470589,60.80136176470589,0.9176470588235294,0.9581923522385954,PLoS One
WATER RESOURCES,34,302,101,97.05882352941177,1.0337911764705883,8.882352941176471,53.342305882352946,0.9488235294117648,0.9099814162769051,PLoS One
HEALTH POLICY & SERVICES,33,249,103,96.96969696969697,0.9984424242424242,7.545454545454546,51.80049090909091,0.7190909090909092,0.7730185300221031,PLoS One
SOCIOLOGY,32,249,104,93.75,2.04600625,7.78125,64.0508125,0.889375,0.7971753590852937,PLoS One
ENVIRONMENTAL STUDIES,31,396,105,96.7741935483871,1.3522806451612905,12.774193548387096,61.75712580645162,1.3748387096774197,1.3086936326374974,PLoS One
"CHEMISTRY, MEDICINAL",30,332,106,100,1.2679000000000005,11.066666666666666,56.489796666666656,1.0933333333333335,1.1337605106990845,PLoS One
PATHOLOGY,30,268,106,100,1.4038366666666666,8.933333333333334,64.67534333333334,0.962,0.9152042676727549,PLoS One
TRANSPORTATION,30,361,106,93.33333333333333,1.2333966666666667,12.033333333333333,53.407819999999994,1.1706666666666667,1.23279380832039,PLoS One
"COMPUTER SCIENCE, SOFTWARE ENGINEERING",28,151,109,78.57142857142857,0.6273249999999999,5.392857142857143,43.98654999999999,0.5371428571428571,0.5524887170252638,PLoS One
"EDUCATION, SCIENTIFIC DISCIPLINES",28,288,109,96.42857142857143,2.133264285714286,10.285714285714286,69.47044642857142,1.1560714285714286,1.0537533145912317,PLoS One
REMOTE SENSING,28,468,109,92.85714285714286,1.2232107142857143,16.714285714285715,54.76277142857142,1.668214285714286,1.7123491362107515,PLoS One
GEOCHEMISTRY & GEOPHYSICS,27,213,112,96.29629629629629,0.9102666666666666,7.888888888888889,46.94872222222222,0.9196296296296297,0.8082027736911144,PLoS One
POLITICAL SCIENCE,27,209,112,92.5925925925926,2.604885185185185,7.7407407407407405,74.26139629629631,0.8885185185185187,0.7930252568142859,PLoS One
TELECOMMUNICATIONS,27,113,112,81.48148148148148,0.36765555555555557,4.185185185185185,32.807951851851854,0.4514814814814815,0.4287648517704034,PLoS One
"MATERIALS SCIENCE, BIOMATERIALS",26,324,115,96.15384615384616,0.8613153846153847,12.461538461538462,50.8924,1.3003846153846153,1.2766626696009153,PLoS One
"PSYCHOLOGY, APPLIED",26,381,115,92.3076923076923,0.8838038461538466,14.653846153846153,43.915065384615374,0.8315384615384617,1.5012607318455207,PLoS One
ROBOTICS,26,234,115,84.61538461538461,0.9062153846153846,9,46.73853076923078,0.8996153846153846,0.9220341502673277,PLoS One
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,24,124,118,87.5,0.8381916666666669,5.166666666666667,43.62450833333333,0.5099999999999999,0.5293159010793919,PLoS One
GEOGRAPHY,24,264,118,95.83333333333334,1.4470583333333336,11,59.264466666666664,1.0220833333333335,1.1269306281045115,PLoS One
"MEDICINE, RESEARCH & EXPERIMENTAL",24,262,118,91.66666666666666,1.1730125,10.916666666666666,57.290529166666666,1.1129166666666668,1.1183932748612955,PLoS One
"PHYSICS, MATHEMATICAL",24,102,118,83.33333333333334,0.6515666666666666,4.25,41.675304166666656,0.43791666666666657,0.4354050154040158,PLoS One
NANOSCIENCE & NANOTECHNOLOGY,23,347,122,100,0.6447521739130435,15.08695652173913,41.42001739130435,1.3678260869565217,1.5456321262935397,PLoS One
DEMOGRAPHY,22,161,123,100,1.8986454545454543,7.318181818181818,77.9655909090909,0.9404545454545453,0.7497348393587867,PLoS One
MYCOLOGY,22,209,123,90.9090909090909,1.0752363636363638,9.5,58.43581818181819,0.9472727272727274,0.9732582697266237,PLoS One
BUSINESS,20,227,125,90,1.3092450000000002,11.35,61.685919999999996,1.1355,1.1627875117260187,PLoS One
POLYMER SCIENCE,20,267,125,100,1.40638,13.35,59.777274999999996,1.4795000000000003,1.3676839895632027,PLoS One
AUTOMATION & CONTROL SYSTEMS,19,77,127,94.73684210526315,0.3183315789473684,4.052631578947368,30.10928947368421,0.43684210526315786,0.41518496824903056,PLoS One
"ENGINEERING, CHEMICAL",19,123,127,94.73684210526315,0.42719999999999997,6.473684210526316,32.53853684210527,0.6557894736842106,0.6632175466835164,PLoS One
"MEDICINE, LEGAL",19,165,127,94.73684210526315,1.4815368421052633,8.68421052631579,65.80147894736842,0.8142105263157894,0.8896820748193512,PLoS One
COMMUNICATION,18,373,130,94.44444444444444,4.480088888888889,20.72222222222222,77.93440555555556,2.0555555555555554,2.122955173146378,PLoS One
LINGUISTICS,18,108,130,88.88888888888889,1.6565666666666665,6,61.8986777777778,0.6033333333333334,0.6146894335115518,PLoS One
ORNITHOLOGY,18,72,130,83.33333333333334,1.298561111111111,4,55.663450000000005,0.4838888888888888,0.40979295567436785,PLoS One
CRIMINOLOGY & PENOLOGY,17,178,133,88.23529411764706,2.7525941176470594,10.470588235294118,67.72098235294118,1.046470588235294,1.07269332514761,PLoS One
FAMILY STUDIES,16,121,134,87.5,1.1430875,7.5625,58.40288125000001,0.7275,0.7747648068218518,PLoS One
"PHYSICS, APPLIED",16,124,134,87.5,0.5470687500000001,7.75,41.10791875,0.7843749999999999,0.7939738516190877,PLoS One
"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",15,124,136,73.33333333333333,0.7603000000000001,8.266666666666667,41.302946666666664,0.8906666666666667,0.846905441727027,PLoS One
"MATHEMATICS, APPLIED",15,90,136,100,1.1363533333333333,6,59.730093333333336,0.572,0.6146894335115518,PLoS One
"PSYCHOLOGY, EDUCATIONAL",15,121,136,93.33333333333333,1.06468,8.066666666666666,52.27464,0.7940000000000002,0.8264157939433084,PLoS One
"ENGINEERING, MECHANICAL",14,54,139,100,0.4131928571428572,3.857142857142857,32.42728571428571,0.39571428571428574,0.3951574929717119,PLoS One
