Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,Citation Impact,Average Percentile,Journal Normalized Citation Impact,Impact Relative to World,Journal
MEDICAL LABORATORY TECHNOLOGY,14,101,139,92.85714285714286,1.0630000000000002,7.214285714285714,55.03847857142857,0.7864285714285714,0.7390908664841278,PLoS One
ACOUSTICS,12,55,141,83.33333333333334,0.5172416666666667,4.583333333333333,37.60288333333334,0.45999999999999996,0.46955442837687983,PLoS One
BIOPHYSICS,12,140,141,100,0.80635,11.666666666666666,47.604016666666666,0.8849999999999999,1.1952294540502395,PLoS One
"CHEMISTRY, APPLIED",12,126,141,91.66666666666666,0.7656416666666668,10.5,42.70070833333333,1.0716666666666665,1.0757065086452156,PLoS One
NUCLEAR SCIENCE & TECHNOLOGY,12,42,141,83.33333333333334,0.7336083333333335,3.5,42.698025,0.36250000000000004,0.35856883621507185,PLoS One
ALLERGY,11,108,145,100,0.7490545454545454,9.818181818181818,52.75382727272727,1.0236363636363637,1.0058554366552666,PLoS One
"ENGINEERING, CIVIL",11,68,145,90.9090909090909,0.6622727272727273,6.181818181818182,38.11987272727273,0.7036363636363636,0.6333163860422049,PLoS One
PRIMARY HEALTH CARE,11,54,145,81.81818181818183,0.8096727272727272,4.909090909090909,42.232209090909095,0.47818181818181815,0.5029277183276333,PLoS One
"AGRICULTURE, MULTIDISCIPLINARY",10,174,148,100,2.8515900000000003,17.4,78.40419,2.0420000000000003,1.7825993571835,PLoS One
"ENGINEERING, GEOLOGICAL",10,61,148,100,0.7318800000000001,6.1,47.63181,0.696,0.6249342574034109,PLoS One
HORTICULTURE,10,100,148,90,1.6819400000000002,10,69.99421,1.085,1.0244823891859196,PLoS One
MEDICAL INFORMATICS,10,158,148,100,1.53809,15.8,41.7216,1.6,1.6186821749137532,PLoS One
BIODIVERSITY CONSERVATION,9,148,152,100,1.6298000000000001,16.444444444444443,67.55383333333333,1.721111111111111,1.6847043733279565,PLoS One
"BUSINESS, FINANCE",9,37,152,66.66666666666666,0.6817666666666666,4.111111111111111,46.10656666666667,0.3777777777777778,0.42117609333198913,PLoS One
CELL & TISSUE ENGINEERING,9,132,152,100,0.9784999999999999,14.666666666666666,53.81082222222223,1.3366666666666667,1.5025741708060154,PLoS One
ANATOMY & MORPHOLOGY,8,75,155,100,1.6446125,9.375,69.60376249999999,0.9337500000000001,0.9604522398617996,PLoS One
INTEGRATIVE & COMPLEMENTARY MEDICINE,8,55,155,100,1.00075,6.875,53.2894,0.7425,0.7043316425653198,PLoS One
"CHEMISTRY, ORGANIC",7,30,157,85.71428571428571,0.38897142857142863,4.285714285714286,26.274828571428575,0.41428571428571426,0.4390638810796798,PLoS One
ETHICS,6,18,158,100,1.6113,3,67.18545,0.5083333333333333,0.3073447167557759,PLoS One
"HOSPITALITY, LEISURE, SPORT & TOURISM",6,83,158,100,1.9278833333333332,13.833333333333334,74.77731666666668,1.4516666666666669,1.4172006383738556,PLoS One
LAW,6,81,158,100,9.298,13.5,89.81018333333334,1.4516666666666669,1.3830512254009915,PLoS One
"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",6,82,158,100,1.2900666666666667,13.666666666666666,71.92333333333333,1.3633333333333333,1.4001259318874235,PLoS One
"PHYSICS, FLUIDS & PLASMAS",6,118,158,100,2.4459166666666667,19.666666666666668,73.01851666666666,1.9483333333333335,2.0148153653989755,PLoS One
ELECTROCHEMISTRY,5,50,163,80,0.5351,10,25.099240000000002,0.9019999999999999,1.0244823891859196,PLoS One
"ENGINEERING, AEROSPACE",5,13,163,100,0.40146,2.6,34.56384,0.23200000000000004,0.2663654211883391,PLoS One
ERGONOMICS,5,75,163,100,1.4412600000000002,15,58.7885,1.268,1.5367235837788795,PLoS One
"PSYCHOLOGY, MATHEMATICAL",5,15,163,100,0.28250000000000003,3,27.2348,0.352,0.3073447167557759,PLoS One
SPECTROSCOPY,5,66,163,100,1.76838,13.2,63.53238,1.1239999999999999,1.352316753725414,PLoS One
AGRICULTURAL ENGINEERING,4,24,168,75,0.41032500000000005,6,28.411575,0.7150000000000001,0.6146894335115518,PLoS One
ASTRONOMY & ASTROPHYSICS,4,12,168,75,0.22995000000000002,3,20.85525,0.3425,0.3073447167557759,PLoS One
CONSTRUCTION & BUILDING TECHNOLOGY,4,21,168,75,0.50302500000000006,5.25,36.604850000000006,0.6725000000000001,0.5378532543226078,PLoS One
"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",4,51,168,100,1.9252749999999998,12.75,64.71375,1.5299999999999998,1.3062150462120476,PLoS One
MUSIC,4,22,168,100,7.2319,5.5,89.56472500000001,0.7025000000000001,0.5634653140522558,PLoS One
"SOCIAL SCIENCES, INTERDISCIPLINARY",4,101,168,75,7.0656,25.25,55.58655,2.2025,2.586818032694447,PLoS One
"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",3,10,174,66.66666666666666,0.35640000000000005,3.3333333333333335,29.57256666666667,0.42666666666666675,0.3414941297286399,PLoS One
"GEOGRAPHY, PHYSICAL",3,4,174,66.66666666666666,0.13490000000000002,1.3333333333333333,10.753366666666667,0.14333333333333334,0.13659765189145595,PLoS One
HISTORY,3,10,174,66.66666666666666,6.1000000000000005,3.3333333333333335,65.07520000000001,0.4266666666666667,0.3414941297286399,PLoS One
SOCIAL WORK,3,7,174,100,0.5471333333333334,2.3333333333333335,42.38633333333333,0.27,0.23904589081004793,PLoS One
THERMODYNAMICS,3,33,174,100,0.8234,11,40.9035,0.9500000000000001,1.1269306281045115,PLoS One
"COMPUTER SCIENCE, CYBERNETICS",2,14,179,100,0.4032,7,43.85805,0.595,0.7171376724301437,PLoS One
CRYSTALLOGRAPHY,2,18,179,100,1.2566000000000002,9,66.68790000000001,0.765,0.9220341502673277,PLoS One
"ENGINEERING, ENVIRONMENTAL",2,29,179,100,0.64565,14.5,43.80735000000001,1.3199999999999998,1.4854994643195836,PLoS One
HISTORY & PHILOSOPHY OF SCIENCE,2,10,179,100,2.24175,5,84.66105000000002,0.49,0.5122411945929598,PLoS One
IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,2,17,179,100,0.7061000000000001,8.5,42.937250000000006,1.07,0.8708100308080317,PLoS One
INSTRUMENTS & INSTRUMENTATION,2,13,179,100,0.54705,6.5,47.4652,0.5549999999999999,0.6659135529708478,PLoS One
LANGUAGE & LINGUISTICS,2,10,179,100,3.57865,5,77.1803,0.6400000000000001,0.5122411945929598,PLoS One
LIMNOLOGY,2,15,179,100,1.0318500000000002,7.5,62.916650000000004,0.96,0.7683617918894398,PLoS One
MATHEMATICS,2,5,179,50,0.95545,2.5,41.9143,0.32,0.2561205972964799,PLoS One
MICROSCOPY,2,8,179,50,0.71835,4,39.08435000000001,0.515,0.40979295567436785,PLoS One
MINING & MINERAL PROCESSING,2,2,179,50,0.1203,1,11.795200000000001,0.085,0.10244823891859196,PLoS One
PHILOSOPHY,2,10,179,100,3.8488,5,80.96165,0.45,0.5122411945929598,PLoS One
"SOCIAL SCIENCES, BIOMEDICAL",2,24,179,100,1.335,12,73.21665,1.02,1.2293788670231036,PLoS One
"SOCIAL SCIENCES, MATHEMATICAL METHODS",2,12,179,100,1.27105,6,73.08160000000001,0.77,0.6146894335115518,PLoS One
URBAN STUDIES,2,12,179,100,1.18955,6,65.05325,0.77,0.6146894335115518,PLoS One
ANDROLOGY,1,16,194,100,2.7022,16,93.4454,2.0500000000000003,1.6391718226974714,PLoS One
AREA STUDIES,1,1,194,100,0.8267,1,60.549600000000005,0.13,0.10244823891859196,PLoS One
DEVELOPMENT STUDIES,1,6,194,100,1.1648,6,71.8157,0.77,0.6146894335115518,PLoS One
"ENGINEERING, INDUSTRIAL",1,12,194,100,0.8795000000000001,12,63.141400000000004,1.02,1.2293788670231036,PLoS One
"ENGINEERING, MANUFACTURING",1,2,194,100,0.1933,2,15.930000000000001,0.26,0.20489647783718393,PLoS One
"ENGINEERING, MULTIDISCIPLINARY",1,6,194,100,0.9337000000000001,6,65.9783,0.77,0.6146894335115518,PLoS One
"ENGINEERING, PETROLEUM",1,5,194,100,0.9127000000000001,5,65.3591,0.43,0.5122411945929598,PLoS One
GEOLOGY,1,9,194,100,1.6415000000000002,9,79.7168,1.1500000000000001,0.9220341502673277,PLoS One
INTERNATIONAL RELATIONS,1,0,194,0,0,0,0.0102,0,0,PLoS One
"MATERIALS SCIENCE, CERAMICS",1,6,194,100,0.6894,6,47.5987,0.77,0.6146894335115518,PLoS One
"MATERIALS SCIENCE, COMPOSITES",1,9,194,100,0.7676000000000001,9,55.9636,1.1500000000000001,0.9220341502673277,PLoS One
"MATERIALS SCIENCE, PAPER & WOOD",1,2,194,100,0.3719,2,31.673900000000003,0.26,0.20489647783718393,PLoS One
MEDICAL ETHICS,1,4,194,100,0.8924000000000001,4,63.1313,0.34,0.40979295567436785,PLoS One
NEUROIMAGING,1,8,194,100,0.6946,8,46.9727,1.03,0.8195859113487357,PLoS One
"PHYSICS, CONDENSED MATTER",1,6,194,100,0.4007,6,46.7181,0.77,0.6146894335115518,PLoS One
"PHYSICS, PARTICLES & FIELDS",1,1,194,100,0.0974,1,10.6788,0.13,0.10244823891859196,PLoS One
SOCIAL ISSUES,1,2,194,100,0.8200000000000001,2,66.6667,0.26,0.20489647783718393,PLoS One
Women's Studies,1,21,194,100,9.4206,21,98.8238,2.69,2.151413017290431,PLoS One
BIOCHEMISTRY & MOLECULAR BIOLOGY,1768,41908,1,97.00226244343891,1.7174401583710406,23.70361990950226,73.44321776018101,0.7586595022624435,0.8234753265837595,PNAS
NEUROSCIENCES,811,20763,2,95.31442663378546,2.195856103575833,25.601726263871765,74.27887607891493,0.8464364981504318,0.8894164678956208,PNAS
MULTIDISCIPLINARY SCIENCES,825,16205,3,79.63636363636364,2.644525939393939,19.64242424242424,67.62540630303032,0.9279636363636363,0.6823874066358462,PNAS
CELL BIOLOGY,581,15774,4,96.21342512908778,1.5029487091222034,27.14974182444062,67.85512581755593,0.843924268502582,0.9431952841339439,PNAS
ECOLOGY,306,11227,5,96.07843137254902,3.4812016339869287,36.689542483660134,79.25584705882356,1.2923856209150324,1.2746126158911724,PNAS
IMMUNOLOGY,324,10001,6,95.06172839506173,2.307628703703704,30.867283950617285,75.82501728395061,0.96891975308642,1.0723445123163873,PNAS
"CHEMISTRY, MULTIDISCIPLINARY",148,8184,7,95.27027027027027,3.5652472972972973,55.2972972972973,80.6425222972973,1.8109459459459463,1.9210551014968296,PNAS
MICROBIOLOGY,233,7938,8,95.708154506437765,2.9198296137339055,34.068669527896994,81.11160300429185,1.1550643776824037,1.183562210028209,PNAS
PLANT SCIENCES,209,7836,9,96.17224880382776,4.189466507177034,37.49282296650718,86.44571770334932,1.2170334928229667,1.3025189719868357,PNAS
ENVIRONMENTAL SCIENCES,86,6458,10,97.67441860465115,5.7369290697674415,75.09302325581395,85.6322046511628,2.627209302325582,2.608768284583995,PNAS
GENETICS & HEREDITY,221,6022,11,96.83257918552036,2.369579185520363,27.248868778280542,79.72160723981902,0.9712217194570136,0.9466390028991888,PNAS
"CHEMISTRY, PHYSICAL",163,5721,12,97.54601226993866,1.7798196319018411,35.09815950920245,71.81729754601227,1.094233128834356,1.219327194524538,PNAS
ONCOLOGY,180,5489,13,96.66666666666667,2.2213249999999998,30.494444444444444,77.49693055555555,1.0065000000000002,1.0593918858702498,PNAS
"MATERIALS SCIENCE, MULTIDISCIPLINARY",100,5403,14,100,3.7089410000000003,54.03,83.93697200000003,1.8696000000000004,1.8770285747572468,PNAS
"PHYSICS, MULTIDISCIPLINARY",175,4871,15,95.42857142857143,2.825317142857143,27.834285714285713,79.0749697142857,0.8779428571428569,0.9669766730274237,PNAS
METEOROLOGY & ATMOSPHERIC SCIENCES,109,4089,16,93.57798165137615,3.1499229357798173,37.51376146788991,80.71843486238532,1.3175229357798164,1.3032463857460062,PNAS
VIROLOGY,121,3506,17,97.52066115702479,2.4253380165289258,28.975206611570247,78.63690165289256,0.9054545454545456,1.0066128219398938,PNAS
"GEOSCIENCES, MULTIDISCIPLINARY",86,3225,18,96.51162790697676,3.5695779069767437,37.5,84.29698139534882,1.3446511627906976,1.302768305633847,PNAS
"PHYSICS, APPLIED",59,2235,19,98.30508474576271,2.6409,37.88135593220339,78.75187796610167,1.097796610169492,1.316016796877581,PNAS
ECONOMICS,77,1930,20,93.5064935064935,4.06047012987013,25.064935064935064,77.03718961038965,0.8005194805194805,0.8707680796098094,PNAS
GEOCHEMISTRY & GEOPHYSICS,70,1836,21,98.57142857142858,2.773948571428572,26.228571428571428,84.89256714285715,0.803857142857143,0.9111933749119021,PNAS
ENDOCRINOLOGY & METABOLISM,53,1729,22,100,2.665450943396227,32.62264150943396,84.60437924528303,1.0247169811320755,1.133326490787885,PNAS
INFECTIOUS DISEASES,25,1687,23,96,7.481527999999998,67.48,86.93398800000001,2.5776000000000003,2.34428814037792,PNAS
EVOLUTIONARY BIOLOGY,43,1646,24,97.67441860465115,3.0218813953488373,38.27906976744186,76.84112093023256,1.302093023255814,1.329833569657868,PNAS
DEVELOPMENTAL BIOLOGY,63,1210,25,96.82539682539682,1.811307936507937,19.206349206349206,74.07924603174605,0.5695238095238095,0.6672379470124676,PNAS
"PSYCHOLOGY, SOCIAL",40,1196,26,90,3.8203500000000004,29.9,79.92260250000001,0.9575000000000001,1.038740595692054,PNAS
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,26,1056,27,96.15384615384616,3.646200000000001,40.61538461538461,85.95853076923079,1.3873076923076924,1.4109982879480434,PNAS
"PSYCHOLOGY, MULTIDISCIPLINARY",25,1011,28,96,6.198555999999999,40.44,86.14426400000002,1.3996000000000004,1.4049053407955405,PNAS
PHARMACOLOGY & PHARMACY,22,836,29,86.36363636363636,4.1631136363636365,38,77.15716363636365,1.1704545454545456,1.320138549708965,PNAS
ANTHROPOLOGY,41,803,30,92.6829268292683,5.351026829268292,19.585365853658537,83.57302195121952,0.6656097560975609,0.6804051703570596,PNAS
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",10,800,31,100,8.00017,80,93.65180000000001,3.25,2.7792390520188737,PNAS
OPHTHALMOLOGY,26,742,32,92.3076923076923,3.907676923076923,28.53846153846154,83.81240000000001,0.8634615384615384,0.9914400849028867,PNAS
"PSYCHOLOGY, EXPERIMENTAL",27,716,33,96.29629629629629,2.8276074074074073,26.51851851851852,82.4476074074074,0.8525925925925926,0.9212662783544044,PNAS
"CHEMISTRY, ANALYTICAL",11,715,34,100,5.164181818181818,65,87.7955,1.8454545454545455,2.258131729765335,PNAS
POLITICAL SCIENCE,15,667,35,100,16.812959999999997,44.46666666666667,89.97942666666671,1.9846666666666666,1.544793706413824,PNAS
HEMATOLOGY,22,650,36,100,2.479036363636363,29.545454545454547,83.06118636363637,1.0350000000000001,1.0264235135296977,PNAS
OCEANOGRAPHY,20,638,37,100,4.21002,31.9,88.87301500000001,1.154,1.108221571992526,PNAS
"PHYSICS, CONDENSED MATTER",21,495,38,90.47619047619048,1.4245809523809525,23.571428571428573,62.46550000000002,0.7738095238095238,0.8188829349698468,PNAS
MARINE & FRESHWATER BIOLOGY,14,494,39,92.85714285714286,4.2705714285714285,35.285714285714285,80.17815714285715,1.0514285714285716,1.2258429390154675,PNAS
SOCIOLOGY,15,479,40,100,8.26836,31.933333333333334,92.46738666666667,1.0593333333333335,1.1093795882642004,PNAS
BIOCHEMICAL RESEARCH METHODS,12,476,41,100,3.6260999999999997,39.666666666666664,88.39719166666669,1.1558333333333333,1.3780393632926915,PNAS
GASTROENTEROLOGY & HEPATOLOGY,12,459,42,91.66666666666666,3.5512750000000004,38.25,83.15665833333334,1.6199999999999999,1.328823671746524,PNAS
REPRODUCTIVE BIOLOGY,15,455,43,100,4.11318,30.333333333333332,90.70203333333333,1.2626666666666668,1.0537948072238228,PNAS
ENTOMOLOGY,13,450,44,92.3076923076923,5.869884615384615,34.61538461538461,87.47030000000001,1.0638461538461539,1.202555359046628,PNAS
CARDIAC & CARDIOVASCULAR SYSTEMS,23,448,45,100,1.6776608695652173,19.47826086956522,79.01970000000001,0.5982608695652175,0.6766842909263345,PNAS
NUTRITION & DIETETICS,12,418,46,100,3.6413916666666672,34.833333333333336,88.77876666666667,1.2666666666666666,1.2101270038998846,PNAS
PHYSIOLOGY,24,416,47,100,2.5465166666666668,17.333333333333332,72.89245416666667,0.7512500000000002,0.602168461270756,PNAS
ENVIRONMENTAL STUDIES,14,411,48,100,3.2432857142857148,29.357142857142858,80.63622142857143,1.2114285714285715,1.0198814735533546,PNAS
"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",8,399,49,100,4.545675,49.875,77.7743375,1.3950000000000002,1.7326818464930165,PNAS
BIOLOGY,18,386,50,94.44444444444444,2.138288888888889,21.444444444444443,77.35874444444443,0.6722222222222223,0.7449904681106146,PNAS
ASTRONOMY & ASTROPHYSICS,24,385,51,79.16666666666666,2.2129833333333333,16.041666666666668,55.96770416666667,0.7754166666666666,0.5572953307433679,PNAS
OPTICS,19,374,52,94.73684210526315,2.247278947368421,19.68421052631579,69.98466842105263,0.6305263157894736,0.6838390825362229,PNAS
FISHERIES,9,372,53,88.88888888888889,5.861533333333334,41.333333333333336,83.20116666666667,1.271111111111111,1.4359401768764182,PNAS
NANOSCIENCE & NANOTECHNOLOGY,5,364,54,100,3.1299200000000003,72.8,72.98936,1.998,2.529107537337175,PNAS
PSYCHIATRY,16,362,55,93.75,2.7661937499999993,22.625,76.94046875,0.928125,0.7860035443990877,PNAS
WATER RESOURCES,7,349,56,100,7.998085714285716,49.857142857142854,96.25038571428573,2.867142857142857,1.7320614806331909,PNAS
ROBOTICS,4,343,57,100,8.014375000000001,85.75,80.60252500000001,2.2950000000000004,2.9789968588827302,PNAS
BEHAVIORAL SCIENCES,15,337,58,100,2.64346,22.466666666666665,86.91132666666667,0.6620000000000001,0.7805029671086336,PNAS
RHEUMATOLOGY,5,334,59,100,4.9318,66.8,84.17877999999999,1.7580000000000002,2.3206646084357594,PNAS
"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",14,318,60,92.85714285714286,2.976264285714286,22.714285714285715,75.33424285714285,0.745,0.789105373698216,PNAS
"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",9,306,61,88.88888888888889,4.412288888888889,34,80.23874444444444,1.3566666666666667,1.1811765971080213,PNAS
RESPIRATORY SYSTEM,10,304,62,100,3.25419,30.4,89.71131,1.0699999999999998,1.056110839767172,PNAS
"PSYCHOLOGY, CLINICAL",3,298,63,100,13.696266666666666,99.33333333333333,99.4948,3.5033333333333334,3.4508884895901013,PNAS
OPERATIONS RESEARCH & MANAGEMENT SCIENCE,2,272,64,100,13.032350000000001,136,92.96215000000001,4.515000000000001,4.724706388432085,PNAS
"MEDICINE, GENERAL & INTERNAL",10,259,65,90,3.41449,25.9,81.09522999999999,0.9460000000000001,0.8997786430911103,PNAS
OBSTETRICS & GYNECOLOGY,9,247,66,100,3.5657777777777775,27.444444444444443,79.61255555555557,0.8233333333333333,0.9534333970120302,PNAS
TROPICAL MEDICINE,9,241,67,88.88888888888889,3.8809111111111116,26.77777777777778,82.86143333333332,0.8533333333333333,0.9302730715785397,PNAS
"PSYCHOLOGY, DEVELOPMENTAL",14,234,68,92.85714285714286,2.510307142857143,16.714285714285715,78.04526428571428,0.6907142857142857,0.5806624447968004,PNAS
PARASITOLOGY,10,233,69,100,2.58482,23.3,84.50005999999999,0.76,0.809453373900497,PNAS
ZOOLOGY,13,232,70,92.3076923076923,4.4618,17.846153846153847,87.34596923076924,0.6407692307692306,0.6199840962195949,PNAS
MANAGEMENT,6,230,71,100,7.0047,38.333333333333336,75.97948333333333,3.0750000000000006,1.3317187124257104,PNAS
UROLOGY & NEPHROLOGY,9,228,72,100,3.050488888888889,25.333333333333332,90.87301111111111,0.7888888888888891,0.8800923664726433,PNAS
CLINICAL NEUROLOGY,10,223,73,90,2.0647300000000004,22.3,72.96692,0.6410000000000001,0.7747128857502611,PNAS
"MEDICINE, RESEARCH & EXPERIMENTAL",7,218,74,100,3.2454142857142863,31.142857142857142,89.44338571428572,1.0014285714285716,1.0819180595359186,PNAS
ARCHAEOLOGY,11,208,75,100,7.137636363636364,18.90909090909091,95.40137272727272,0.7200000000000001,0.6569110486590065,PNAS
"ENGINEERING, CHEMICAL",2,196,76,100,6.13675,98,93.07015000000001,2.6750000000000003,3.4045678387231204,PNAS
PALEONTOLOGY,8,181,77,100,3.83185,22.625,92.406475,0.7125,0.7860035443990877,PNAS
BIOPHYSICS,11,177,78,100,1.4867454545454544,16.09090909090909,72.40665454545456,0.5736363636363636,0.5590060365992507,PNAS
POLYMER SCIENCE,7,176,79,100,2.5138285714285717,25.142857142857142,87.27268571428571,0.8571428571428571,0.8734751306345031,PNAS
STATISTICS & PROBABILITY,14,165,80,100,1.8898428571428574,11.785714285714286,72.28065,0.36928571428571433,0.4094414674849234,PNAS
MECHANICS,8,164,81,87.5,2.1769,20.5,75.84171250000001,0.6787500000000001,0.7121800070798364,PNAS
"ENGINEERING, ELECTRICAL & ELECTRONIC",4,142,82,75,3.030125,35.5,59.75202500000001,0.9900000000000001,1.2332873293333753,PNAS
TOXICOLOGY,4,131,83,100,2.9005250000000005,32.75,90.75097500000001,0.8975000000000001,1.1377509869202265,PNAS
MATHEMATICS,16,123,84,93.75,2.89788125,7.6875,68.665475,0.2675,0.26706750265493867,PNAS
"ENGINEERING, BIOMEDICAL",3,121,85,100,3.8847333333333336,40.333333333333336,95.27123333333334,1.3066666666666669,1.4011996887261822,PNAS
CRIMINOLOGY & PENOLOGY,4,111,86,100,6.1386,27.75,85.433625,0.745,0.9640485461690468,PNAS
"PHYSICS, MATHEMATICAL",4,103,87,100,4.147125,25.75,89.203025,0.8175,0.894567569868575,PNAS
"PHYSICS, FLUIDS & PLASMAS",5,96,88,80,2.90642,19.2,72.34009999999999,0.6780000000000002,0.6670173724845296,PNAS
FORESTRY,2,92,89,100,7.08225,46,92.7792,1.5100000000000002,1.5980624549108524,PNAS
ENERGY & FUELS,4,89,90,75,1.6306000000000003,22.25,66.573125,2.1175,0.7729758613427492,PNAS
ORNITHOLOGY,2,86,91,100,9.19885,43,70,1.22,1.4938409904601446,PNAS
MATHEMATICAL & COMPUTATIONAL BIOLOGY,7,75,92,85.71428571428571,1.1315857142857142,10.714285714285714,66.67817142857143,0.3285714285714286,0.3722195158953848,PNAS
EDUCATION & EDUCATIONAL RESEARCH,2,71,93,100,9.04985,35.5,98.55100000000002,0.925,1.2332873293333753,PNAS
PUBLIC ADMINISTRATION,1,69,94,100,13.415000000000001,69,99.5874,1.8,2.3970936823662785,PNAS
VETERINARY SCIENCES,2,66,95,100,7.26535,33,98.4731,1.165,1.1464361089577855,PNAS
"EDUCATION, SCIENTIFIC DISCIPLINES",2,65,96,100,5.568200000000001,32.5,97.63385,0.8500000000000001,1.1290658648826675,PNAS
"MATERIALS SCIENCE, BIOMATERIALS",2,55,97,100,2.2062,27.5,88.79220000000001,0.9700000000000001,0.9553634241314878,PNAS
DEMOGRAPHY,7,49,98,100,1.7953571428571429,7,78.66938571428571,0.25,0.24318341705165145,PNAS
TRANSPORTATION,2,49,98,100,3.0390500000000005,24.5,81.8518,0.8150000000000001,0.8511419596807801,PNAS
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,3,47,100,100,3.092533333333334,15.666666666666666,83.50846666666668,0.5366666666666667,0.5442676476870294,PNAS
GEOLOGY,2,44,101,100,6.202450000000001,22,94.6223,1.62,0.7642907393051903,PNAS
AGRONOMY,1,41,102,100,5.2856000000000005,41,98.1969,1.07,1.4243600141596728,PNAS
PERIPHERAL VASCULAR DISEASE,2,38,103,100,1.3943,19,71.26545,0.52,0.6600692748544825,PNAS
INSTRUMENTS & INSTRUMENTATION,1,37,104,100,4.0068,37,96.26960000000001,1.31,1.285398061558729,PNAS
PEDIATRICS,2,37,104,100,2.41655,18.5,88.57915,0.485,0.6426990307793645,PNAS
TRANSPLANTATION,1,36,106,100,3.4225000000000003,36,95.8202,0.9400000000000001,1.2506575734084933,PNAS
"COMPUTER SCIENCE, THEORY & METHODS",4,35,107,75,1.3743500000000002,8.75,56.905225,0.315,0.3039792713145643,PNAS
GEOGRAPHY,3,26,108,100,2.0032,8.666666666666666,81.70656666666667,0.6633333333333334,0.301084230635378,PNAS
"ENGINEERING, MECHANICAL",1,25,109,100,2.3686000000000003,25,90.0233,0.65,0.868512203755898,PNAS
"MATHEMATICS, APPLIED",3,25,109,100,1.4960666666666667,8.333333333333334,55.63373333333334,0.22,0.2895040679186327,PNAS
PSYCHOLOGY,3,24,111,100,0.8664333333333333,8,47.504333333333335,0.21333333333333335,0.27792390520188737,PNAS
"ENGINEERING, ENVIRONMENTAL",1,22,112,100,1.1795,22,71.8034,0.78,0.7642907393051903,PNAS
HISTORY & PHILOSOPHY OF SCIENCE,1,20,113,100,9.866200000000001,20,98.7399,0.7100000000000001,0.6948097630047184,PNAS
MUSIC,1,20,113,100,26.297700000000003,20,100,0.7100000000000001,0.6948097630047184,PNAS
SOIL SCIENCE,2,20,113,100,2.07565,10,85.18755,0.7450000000000001,0.3474048815023592,PNAS
HEALTH CARE SCIENCES & SERVICES,1,19,116,100,2.7851000000000004,19,93.30030000000001,0.67,0.6600692748544825,PNAS
ELECTROCHEMISTRY,1,18,117,100,0.9348000000000001,18,62.718900000000005,0.47000000000000003,0.6253287867042466,PNAS
"COMPUTER SCIENCE, SOFTWARE ENGINEERING",1,17,118,100,1.7098,17,87.4096,0.44,0.5905882985540106,PNAS
"SOCIAL SCIENCES, BIOMEDICAL",2,16,119,50,0.88995,8,42.69375,0.21000000000000002,0.27792390520188737,PNAS
"MEDICINE, LEGAL",1,14,120,100,2.8828,14,92.51140000000001,0.49000000000000005,0.4863668341033029,PNAS
SURGERY,2,14,120,100,2.249,7,84.3495,0.44500000000000006,0.24318341705165145,PNAS
COMMUNICATION,1,13,122,100,3.0313000000000003,13,91.89500000000001,0.46,0.451626345953067,PNAS
DERMATOLOGY,1,13,122,100,2.0651,13,86.8365,0.46,0.451626345953067,PNAS
LINGUISTICS,1,13,122,100,4.5392,13,96.16600000000001,0.46,0.451626345953067,PNAS
GERONTOLOGY,1,12,125,100,1.7089,12,82.3713,0.42000000000000004,0.41688585780283105,PNAS
ORTHOPEDICS,1,11,126,100,1.77,11,83.33890000000001,0.39,0.38214536965259516,PNAS
"PHYSICS, NUCLEAR",1,9,127,100,1.4102000000000001,9,78.88680000000001,0.32,0.3126643933521233,PNAS
ACOUSTICS,1,8,128,100,1.0998000000000001,8,69.94850000000001,0.28,0.27792390520188737,PNAS
"CHEMISTRY, INORGANIC & NUCLEAR",1,8,128,100,0.8370000000000001,8,58.148900000000005,0.21000000000000002,0.27792390520188737,PNAS
"COMPUTER SCIENCE, INFORMATION SYSTEMS",1,8,128,100,0.9279000000000001,8,69.098,0.28,0.27792390520188737,PNAS
URBAN STUDIES,1,8,128,100,1.5861,8,79.2936,0.28,0.27792390520188737,PNAS
CRYSTALLOGRAPHY,1,7,132,100,1.1906,7,71.2457,0.25,0.24318341705165145,PNAS
FAMILY STUDIES,1,7,132,100,1.0578,7,65.1363,0.18000000000000002,0.24318341705165145,PNAS
LITERATURE,1,7,132,100,11.7257,7,98.9884,0.18000000000000002,0.24318341705165145,PNAS
BUSINESS,2,6,135,50,11.57145,3,50.58825,0.91,0.10422146445070776,PNAS
FOOD SCIENCE & TECHNOLOGY,1,4,136,100,4.6606000000000005,4,94.35220000000001,0.81,0.13896195260094368,PNAS
GERIATRICS & GERONTOLOGY,1,3,137,100,2.1317,3,82.3708,0.91,0.10422146445070776,PNAS
